Roll,Name,Salary,Gender
990057,Sita,2136.967372666464,Female
990058,Hari,7467.060968412727,Male
990059,Sita,6139.006740762981,Female
990060,Shyam,4806.009297431568,Male
990061,Ram,651.560359041411,Male
990062,Ram,1344.9795721697444,Male
990063,Shyam,7006.32543973761,Male
990064,Hari,5186.420570572133,Male
990065,Ram,9850.984296460663,Male
990066,Hari,2397.6571805712774,Male
990067,Hari,5601.863990116228,Male
990068,Hari,2977.19963002752,Male
990069,Hari,6820.041991050607,Male
990070,Hari,2934.857209865389,Male
990071,Sita,7385.49677236486,Female
990072,Gopal,5670.298311221165,Male
990073,Hari,7098.859461469911,Male
990074,Hari,9503.301455137162,Male
990075,Hari,3472.373383844298,Male
990076,Gopal,4496.469784597746,Male
990077,Shyam,8787.3450040924,Male
990078,Ram,4342.383410672012,Male
990079,Sita,3430.1601745998123,Female
990080,Shyam,75.01441812244435,Male
990081,Shyam,7163.618923186311,Male
990082,Ram,1378.872670393445,Male
990083,Ram,3010.132798819143,Male
990084,Hari,5525.226857055141,Male
990085,Gopal,3942.30973487438,Male
990086,Hari,589.7911194329475,Male
990087,Sita,4656.304556309854,Female
990088,Gopal,5930.9949882267965,Male
990089,Gopal,1021.355786257564,Male
990090,Ram,6517.8292016883925,Male
990091,Shyam,2308.3985329244915,Male
990092,Ram,227.6788424297793,Male
990093,Ram,9108.57672500967,Male
990094,Sita,8901.316462643426,Female
990095,Sita,2137.7743100034054,Female
990096,Gopal,5254.025869554224,Male
990097,Hari,5275.484935343474,Male
990098,Gopal,5748.101344708456,Male
990099,Shyam,3174.231590540872,Male
990100,Gopal,5860.764407631706,Male
990101,Gopal,7206.594225410603,Male
990102,Hari,9089.768352186682,Male
990103,Sita,9279.360148144891,Female
990104,Ram,7058.142829776426,Male
990105,Hari,8610.600427147958,Male
990106,Gopal,562.2472686390234,Male
990107,Shyam,3729.117678745405,Male
990108,Gopal,8209.811214711945,Male
990109,Shyam,7925.722434880647,Male
990110,Shyam,8178.489254449943,Male
990111,Gopal,1029.9170840104698,Male
990112,Sita,5763.54262394554,Female
990113,Ram,9556.228807283162,Male
990114,Hari,222.359303971712,Male
990115,Hari,9073.39343054112,Male
990116,Hari,1832.908715253291,Male
990117,Ram,2287.2019609351933,Male
990118,Shyam,2872.923843026193,Male
990119,Shyam,6457.183905134703,Male
990120,Sita,8534.104551152943,Female
990121,Ram,6628.397452741556,Male
990122,Hari,1355.4623289554224,Male
990123,Sita,5441.67203936444,Female
990124,Gopal,7067.8433849694575,Male
990125,Ram,8484.994182940869,Male
990126,Hari,5134.547508948604,Male
990127,Gopal,4619.388976802753,Male
990128,Ram,8556.514247429517,Male
990129,Shyam,6407.123093254175,Male
990130,Gopal,3506.6309322570637,Male
990131,Ram,6037.612518819316,Male
990132,Ram,2324.4011515718034,Male
990133,Hari,9962.958185568994,Male
990134,Sita,6193.707770066764,Female
990135,Ram,3375.059197107676,Male
990136,Gopal,8053.204847340006,Male
990137,Gopal,1211.5763319762873,Male
990138,Gopal,7915.243948149268,Male
990139,Gopal,3625.7251328886255,Male
990140,Sita,4823.464289071831,Female
990141,Sita,3186.054892143583,Female
990142,Shyam,5220.008918655763,Male
990143,Ram,9276.611995216555,Male
990144,Shyam,951.5122458495516,Male
990145,Sita,3949.579569969224,Female
990146,Hari,7270.424914500493,Male
990147,Hari,7819.690893466565,Male
990148,Gopal,3580.0296406596967,Male
990149,Shyam,483.7730265999463,Male
990150,Gopal,1833.7520467865563,Male
990151,Hari,2028.1553045949277,Male
990152,Shyam,9542.334331346274,Male
990153,Sita,2584.2696960344147,Female
990154,Gopal,5971.40940504842,Male
990155,Gopal,934.4650472367276,Male
990156,Ram,7132.250744991295,Male
990157,Shyam,5421.405671833123,Male
990158,Gopal,7951.900005972482,Male
990159,Hari,9618.313423423177,Male
990160,Sita,6614.632626609998,Female
990161,Hari,8724.149073671588,Male
990162,Ram,9004.740417179506,Male
990163,Hari,4203.955805490322,Male
990164,Shyam,5218.099085638456,Male
990165,Sita,1416.792132588005,Female
990166,Shyam,7012.427020272162,Male
990167,Sita,4609.790796834704,Female
990168,Sita,324.95886740184443,Female
990169,Shyam,7738.730490575908,Male
990170,Sita,678.2802116324193,Female
990171,Hari,3047.0736804646026,Male
990172,Sita,6274.342031732896,Female
990173,Sita,9425.057531008391,Female
990174,Sita,256.1452091965588,Female
990175,Sita,5074.153992874451,Female
990176,Hari,4647.715990049725,Male
990177,Ram,7604.172199314244,Male
990178,Sita,2676.18026268839,Female
990179,Ram,6685.786936476885,Male
990180,Hari,7749.27721526406,Male
990181,Shyam,2046.8227200097424,Male
990182,Sita,4262.363919771019,Female
990183,Ram,2960.702852638574,Male
990184,Hari,9813.010058466944,Male
990185,Sita,179.88426847979633,Female
990186,Hari,5141.19111873548,Male
990187,Ram,7395.941955322738,Male
990188,Shyam,7578.558291170098,Male
990189,Sita,6395.537606704338,Female
990190,Sita,3622.226709262735,Female
990191,Shyam,8943.366928321173,Male
990192,Shyam,2481.924992757384,Male
990193,Shyam,4272.841940666006,Male
990194,Hari,5669.494608588703,Male
990195,Shyam,4700.341909486051,Male
990196,Sita,438.5181030906349,Female
990197,Ram,1749.4116701832186,Male
990198,Gopal,8369.22692768031,Male
990199,Shyam,2398.269466221604,Male
990200,Ram,1752.5266910716607,Male
990201,Sita,8383.751838066275,Female
990202,Hari,8912.402991564159,Male
990203,Shyam,9103.555293748372,Male
990204,Shyam,2425.7243343760515,Male
990205,Sita,64.48735281656349,Female
990206,Hari,2686.0505025752223,Male
990207,Sita,7156.408569819797,Female
990208,Shyam,9182.226499369724,Male
990209,Sita,9284.999946196667,Female
990210,Sita,8363.331154609441,Female
990211,Gopal,8955.107316876896,Male
990212,Hari,4030.949043078631,Male
990213,Hari,6823.6461171296205,Male
990214,Ram,3948.6140157493383,Male
990215,Hari,4551.768437082451,Male
990216,Gopal,7348.051586682024,Male
990217,Gopal,869.7556378927807,Male
990218,Ram,5381.565895118888,Male
990219,Gopal,7576.5603227183665,Male
990220,Gopal,7858.555882858447,Male
990221,Ram,1614.5518950498483,Male
990222,Ram,9031.943138970286,Male
990223,Sita,6004.537494534793,Female
990224,Shyam,3534.4015790879503,Male
990225,Gopal,8707.291275234953,Male
990226,Sita,4326.146367456783,Female
990227,Sita,947.5136473595304,Female
990228,Hari,1066.0511696413355,Male
990229,Sita,2174.5573591963685,Female
990230,Hari,7129.435004651872,Male
990231,Shyam,4864.903640364824,Male
990232,Ram,8161.995942451461,Male
990233,Ram,6829.542080914328,Male
990234,Gopal,7344.360850960608,Male
990235,Hari,7947.70973531973,Male
990236,Ram,2768.572325522236,Male
990237,Sita,5978.316088532122,Female
990238,Shyam,3951.7787813717487,Male
990239,Hari,4964.178318938614,Male
990240,Gopal,45.216323213133066,Male
990241,Hari,3889.360832353225,Male
990242,Gopal,9347.724643621246,Male
990243,Gopal,7834.609431598929,Male
990244,Ram,9126.61852214431,Male
990245,Hari,4619.000072785257,Male
990246,Sita,5640.365182308827,Female
990247,Shyam,8097.069019278996,Male
990248,Ram,745.6877238445281,Male
990249,Shyam,2560.570332038321,Male
990250,Ram,3410.465319871978,Male
990251,Sita,5574.240276508275,Female
990252,Shyam,2140.782511176853,Male
990253,Sita,3388.8095123801586,Female
990254,Sita,7612.747927715989,Female
990255,Gopal,8959.59490631911,Male
990256,Sita,7174.632837415804,Female
990257,Ram,5095.551935668756,Male
990258,Gopal,2907.496280949932,Male
990259,Ram,7536.487249460995,Male
990260,Shyam,8616.064950905908,Male
990261,Hari,7888.126199752334,Male
990262,Shyam,198.7096062339588,Male
990263,Ram,4959.57408476921,Male
990264,Shyam,1175.415027382528,Male
990265,Shyam,8064.120598541923,Male
990266,Gopal,7577.573366325123,Male
990267,Shyam,890.8491524374051,Male
990268,Ram,8995.304676820062,Male
990269,Sita,8088.100871370482,Female
990270,Sita,9494.631644404166,Female
990271,Hari,5003.557535166298,Male
990272,Ram,9220.244038512308,Male
990273,Hari,9304.665932768634,Male
990274,Shyam,9556.881325380888,Male
990275,Hari,8550.808614817286,Male
990276,Hari,3529.5643929471544,Male
990277,Gopal,9880.798260315869,Male
990278,Hari,4492.643134923658,Male
990279,Shyam,6103.866333566867,Male
990280,Hari,8472.447826369125,Male
990281,Hari,4375.555226342211,Male
990282,Sita,7060.389570890247,Female
990283,Shyam,8495.854981431496,Male
990284,Sita,5380.7259318901615,Female
990285,Ram,3404.7116803716717,Male
990286,Shyam,1399.2070370958609,Male
990287,Ram,8868.573863697891,Male
990288,Gopal,1964.073972752659,Male
990289,Ram,8443.57055497682,Male
990290,Shyam,2715.739377863713,Male
990291,Shyam,2854.628083023584,Male
990292,Ram,3904.81513287571,Male
990293,Gopal,631.18375932528,Male
990294,Hari,6255.749974400868,Male
990295,Ram,6083.813357752831,Male
990296,Gopal,2304.20982120031,Male
990297,Shyam,2763.450816545428,Male
990298,Ram,6461.24546809139,Male
990299,Sita,8808.65007838602,Female
990300,Shyam,4835.617243822004,Male
990301,Hari,9384.41767179599,Male
990302,Hari,213.2933391945213,Male
990303,Shyam,1862.3433317523816,Male
990304,Ram,1057.0600693173049,Male
990305,Ram,5144.292492127277,Male
990306,Hari,4388.8487170983535,Male
990307,Shyam,6286.74110693578,Male
990308,Gopal,4997.193685981119,Male
990309,Gopal,8320.219375184048,Male
990310,Hari,4101.599919358779,Male
990311,Gopal,5831.0418489073245,Male
990312,Shyam,2735.5279007418167,Male
990313,Gopal,9015.511859062815,Male
990314,Hari,4431.632319650266,Male
990315,Sita,1221.8332482589867,Female
990316,Shyam,5016.150097823846,Male
990317,Hari,7323.747542163481,Male
990318,Gopal,459.81401241028897,Male
990319,Shyam,2901.7053282880147,Male
990320,Gopal,7840.076037042623,Male
990321,Shyam,9011.356460391524,Male
990322,Shyam,7654.98818646184,Male
990323,Ram,3217.7220682474263,Male
990324,Gopal,5982.14728756078,Male
990325,Shyam,3348.2891259023672,Male
990326,Hari,2440.347667534908,Male
990327,Sita,3784.290690614743,Female
990328,Gopal,5049.58565646758,Male
990329,Hari,8910.307531146245,Male
990330,Hari,7810.558380197845,Male
990331,Hari,3696.861180663651,Male
990332,Sita,1768.6311779944251,Female
990333,Gopal,4686.294573608906,Male
990334,Sita,3480.5603357872374,Female
990335,Sita,9340.164097205155,Female
990336,Hari,2915.7522376219745,Male
990337,Gopal,4875.980530098739,Male
990338,Shyam,9676.618323102211,Male
990339,Hari,928.6103679549816,Male
990340,Sita,190.2845590745761,Female
990341,Hari,1987.2987166825972,Male
990342,Gopal,8730.903070738017,Male
990343,Sita,8942.111028117337,Female
990344,Hari,5965.483197753662,Male
990345,Shyam,4704.077796590165,Male
990346,Shyam,3546.894975401344,Male
990347,Hari,6688.54882390029,Male
990348,Gopal,1805.3268994849325,Male
990349,Ram,9371.657936332093,Male
990350,Shyam,2660.983082263332,Male
990351,Hari,2623.5706236913024,Male
990352,Ram,3828.027552388371,Male
990353,Shyam,4260.353694047218,Male
990354,Sita,3521.1469199106728,Female
990355,Shyam,5884.257012865435,Male
990356,Shyam,5870.346827876647,Male
990357,Hari,4831.853102645727,Male
990358,Gopal,2016.0577715966576,Male
990359,Gopal,2377.596688409641,Male
990360,Sita,1950.9189851505648,Female
990361,Ram,5075.181536251822,Male
990362,Shyam,8538.086039112683,Male
990363,Shyam,840.9003852635643,Male
990364,Hari,3326.8501988137014,Male
990365,Gopal,7250.863099862224,Male
990366,Sita,9605.299574187991,Female
990367,Sita,1076.237304677502,Female
990368,Gopal,6603.37412050378,Male
990369,Ram,6533.016064797032,Male
990370,Ram,4955.888613307411,Male
990371,Ram,4441.770985077938,Male
990372,Shyam,1681.3077550474345,Male
990373,Ram,9344.91617312891,Male
990374,Gopal,1530.2413184102847,Male
990375,Shyam,3600.339908325139,Male
990376,Shyam,875.1313686654261,Male
990377,Ram,1375.7085786714615,Male
990378,Shyam,8817.404552154107,Male
990379,Ram,2898.4003296799497,Male
990380,Shyam,8542.926362376063,Male
990381,Sita,1333.0990339481386,Female
990382,Ram,8530.034689450727,Male
990383,Ram,1388.6560068248132,Male
990384,Gopal,2878.4328269744296,Male
990385,Shyam,2936.7511109608167,Male
990386,Shyam,1211.893005248852,Male
990387,Gopal,5893.082893304635,Male
990388,Shyam,5145.175661304703,Male
990389,Gopal,5177.098233908794,Male
990390,Gopal,5477.36462548346,Male
990391,Sita,7404.962449246353,Female
990392,Hari,8094.263958307259,Male
990393,Ram,3799.3525129692616,Male
990394,Ram,2832.729022195498,Male
990395,Ram,5269.403417362914,Male
990396,Hari,751.432429017973,Male
990397,Hari,6954.969790841406,Male
990398,Gopal,2418.4256195786024,Male
990399,Hari,4831.801671094266,Male
990400,Hari,2745.19020146908,Male
990401,Ram,7941.107700078794,Male
990402,Hari,9298.95744017373,Male
990403,Shyam,3886.026891759784,Male
990404,Shyam,5156.953820057935,Male
990405,Hari,2766.75547348321,Male
990406,Sita,1355.9629662333027,Female
990407,Gopal,6506.239534118551,Male
990408,Gopal,2841.375022183442,Male
990409,Ram,1150.3730287009516,Male
990410,Gopal,2721.798962063442,Male
990411,Gopal,2739.4247618773293,Male
990412,Sita,9169.21846241496,Female
990413,Hari,867.3116324471497,Male
990414,Sita,311.17741527764696,Female
990415,Ram,186.1311272292976,Male
990416,Gopal,2359.423482287171,Male
990417,Ram,3056.8697647391064,Male
990418,Hari,8694.926891678288,Male
990419,Gopal,6289.726344583444,Male
990420,Ram,8564.14604108355,Male
990421,Hari,8161.105614713534,Male
990422,Ram,1160.5547386639669,Male
990423,Hari,4546.460421522639,Male
990424,Sita,6965.1705467878655,Female
990425,Shyam,8702.896004857172,Male
990426,Gopal,650.5642287188673,Male
990427,Ram,1378.550310203539,Male
990428,Sita,2567.6448536754924,Female
990429,Ram,6425.738273897062,Male
990430,Hari,5659.478085065739,Male
990431,Sita,2819.283249005341,Female
990432,Shyam,9776.42028563139,Male
990433,Ram,6986.323200130372,Male
990434,Gopal,1538.147164242255,Male
990435,Hari,8252.720339347274,Male
990436,Sita,7660.618615942078,Female
990437,Ram,6534.781978944802,Male
990438,Sita,3060.371898543478,Female
990439,Ram,6800.031261274296,Male
990440,Hari,2571.3651198206035,Male
990441,Gopal,8407.614760957296,Male
990442,Shyam,4950.719840116516,Male
990443,Shyam,1114.679589601015,Male
990444,Ram,7057.469094179121,Male
990445,Gopal,8254.532327377985,Male
990446,Ram,7645.877718953906,Male
990447,Shyam,7620.665175178111,Male
990448,Ram,5520.719090158773,Male
990449,Ram,2389.1633479226325,Male
990450,Hari,8673.394810072336,Male
990451,Hari,8360.59141692178,Male
990452,Ram,1816.408308865165,Male
990453,Ram,9963.715451790704,Male
990454,Gopal,7958.082630951379,Male
990455,Sita,5191.647003334376,Female
990456,Shyam,6453.087601621136,Male
990457,Shyam,1963.5758349453856,Male
990458,Sita,9129.7688259387,Female
990459,Sita,1556.9677330443244,Female
990460,Ram,9105.845827349698,Male
990461,Sita,4456.981577793056,Female
990462,Ram,8688.145316437804,Male
990463,Hari,4300.392351952403,Male
990464,Ram,7990.078572588556,Male
990465,Shyam,757.3316282675646,Male
990466,Hari,2102.695305246621,Male
990467,Ram,9645.288674846832,Male
990468,Gopal,2352.964840103424,Male
990469,Ram,8383.322433679827,Male
990470,Sita,4537.030542729938,Female
990471,Hari,387.1126028518268,Male
990472,Ram,422.9651532097911,Male
990473,Gopal,6471.964017256456,Male
990474,Gopal,8205.588175276143,Male
990475,Ram,9315.326021837209,Male
990476,Shyam,2951.517848353796,Male
990477,Sita,5229.154311707272,Female
990478,Hari,2689.4883153742653,Male
990479,Gopal,3479.785357026293,Male
990480,Gopal,3059.801262317543,Male
990481,Gopal,5131.241431785568,Male
990482,Gopal,6679.754790829969,Male
990483,Ram,78.5050222746253,Male
990484,Hari,1624.7512120671715,Male
990485,Ram,465.9481623580331,Male
990486,Hari,8011.091305408562,Male
990487,Hari,3393.458422282441,Male
990488,Ram,1724.6734745853066,Male
990489,Gopal,9575.519219085078,Male
990490,Shyam,1795.2234323160976,Male
990491,Shyam,2216.3401192895262,Male
990492,Hari,5588.906177387333,Male
990493,Sita,2765.399278535926,Female
990494,Gopal,3107.07005100094,Male
990495,Shyam,5299.679279094367,Male
990496,Shyam,9700.81052591872,Male
990497,Shyam,7901.181380652599,Male
990498,Shyam,1806.6284490443152,Male
990499,Hari,3320.9593174455185,Male
990500,Hari,5701.676285348018,Male
990501,Hari,5008.011822005051,Male
990502,Shyam,595.1721454432479,Male
990503,Sita,59.33521802486963,Female
990504,Ram,2006.8905479592115,Male
990505,Gopal,4738.879589158066,Male
990506,Hari,7932.023151092955,Male
990507,Shyam,5357.22511071142,Male
990508,Shyam,5496.304646001056,Male
990509,Shyam,1625.5816286875202,Male
990510,Shyam,8502.135793581516,Male
990511,Hari,6190.904426326478,Male
990512,Shyam,3113.4650495718506,Male
990513,Ram,3041.655659093794,Male
990514,Sita,917.7167194243408,Female
990515,Sita,8213.543546815949,Female
990516,Hari,763.1979958393564,Male
990517,Sita,6572.171594248513,Female
990518,Gopal,9377.399795175328,Male
990519,Gopal,8278.734070106508,Male
990520,Sita,5632.891130609506,Female
990521,Shyam,4181.320341346727,Male
990522,Ram,5901.204802047621,Male
990523,Hari,2687.9567120541624,Male
990524,Hari,7694.668490534155,Male
990525,Gopal,5677.730466823271,Male
990526,Gopal,4826.815095785157,Male
990527,Hari,2090.768716105711,Male
990528,Sita,8296.62790241481,Female
990529,Shyam,4715.248485711903,Male
990530,Shyam,1595.1674542308492,Male
990531,Shyam,2630.40906449496,Male
990532,Ram,7139.257786402897,Male
990533,Gopal,9910.769327517371,Male
990534,Ram,3340.409202122792,Male
990535,Shyam,7159.956892337204,Male
990536,Gopal,9890.845576615378,Male
990537,Sita,6894.371397893582,Female
990538,Gopal,7722.317193933218,Male
990539,Gopal,18.589704744854664,Male
990540,Gopal,1461.3080997522443,Male
990541,Sita,3950.7341177655176,Female
990542,Ram,9809.234169877978,Male
990543,Hari,5975.412266294128,Male
990544,Shyam,2582.653609241541,Male
990545,Hari,3077.8191385189566,Male
990546,Gopal,1562.4244890802674,Male
990547,Gopal,4032.802388114697,Male
990548,Gopal,2192.5246883985774,Male
990549,Ram,7184.474633376543,Male
990550,Sita,7829.513329080862,Female
990551,Ram,7534.753524043627,Male
990552,Sita,7928.532980226792,Female
990553,Gopal,8701.283625318429,Male
990554,Ram,3023.898128193777,Male
990555,Gopal,2190.2249634073323,Male
990556,Sita,4859.054332830047,Female
990557,Gopal,6683.236762261025,Male
990558,Ram,6288.2144947906645,Male
990559,Hari,9504.718822635425,Male
990560,Shyam,1607.5198329185523,Male
990561,Shyam,3448.014294125351,Male
990562,Gopal,6744.828663912504,Male
990563,Shyam,8771.15938093638,Male
990564,Sita,7500.015717687072,Female
990565,Shyam,1365.6916034672918,Male
990566,Hari,927.1013894297552,Male
990567,Shyam,9014.179538639894,Male
990568,Sita,7758.990847522167,Female
990569,Ram,3578.5686569381915,Male
990570,Shyam,9753.484661325749,Male
990571,Sita,641.9322842771525,Female
990572,Ram,3953.966288280022,Male
990573,Hari,4360.990975934388,Male
990574,Hari,109.24812855856337,Male
990575,Hari,9896.715569697291,Male
990576,Hari,5472.16756571123,Male
990577,Sita,7784.326256620956,Female
990578,Hari,5454.665134322591,Male
990579,Sita,118.66270159307412,Female
990580,Hari,6719.259760095757,Male
990581,Hari,1938.869774305636,Male
990582,Sita,6551.923254233495,Female
990583,Sita,2645.212679266276,Female
990584,Ram,9888.440173444038,Male
990585,Ram,2894.909965063435,Male
990586,Ram,8273.476216504658,Male
990587,Sita,7614.225070946261,Female
990588,Hari,3755.12546345708,Male
990589,Shyam,8110.763185795861,Male
990590,Hari,5847.976974285293,Male
990591,Ram,2332.76260487995,Male
990592,Gopal,2546.4120537236868,Male
990593,Shyam,4887.612389775392,Male
990594,Shyam,4153.9103568693,Male
990595,Ram,6104.164381997653,Male
990596,Hari,8658.840134830582,Male
990597,Shyam,4742.55981642501,Male
990598,Hari,6305.240888201176,Male
990599,Ram,6742.65251390449,Male
990600,Ram,9931.723697681446,Male
990601,Sita,5922.868295566258,Female
990602,Shyam,3837.376143326392,Male
990603,Gopal,5485.675970849665,Male
990604,Gopal,9883.545708820957,Male
990605,Gopal,4866.752441104182,Male
990606,Gopal,6794.584707918288,Male
990607,Hari,1648.9224908666022,Male
990608,Sita,2752.1087208962117,Female
990609,Ram,8437.330946600798,Male
990610,Shyam,354.3616375551184,Male
990611,Shyam,6183.26283526339,Male
990612,Shyam,2390.424138998725,Male
990613,Shyam,3295.267392845549,Male
990614,Hari,9548.058288490043,Male
990615,Gopal,1528.1278986399084,Male
990616,Hari,7269.852294902891,Male
990617,Hari,148.71498733251886,Male
990618,Sita,1847.4458803152727,Female
990619,Hari,7278.842937899809,Male
990620,Sita,8225.795234022245,Female
990621,Hari,542.7244301197499,Male
990622,Hari,8771.135119069826,Male
990623,Gopal,405.7870337631198,Male
990624,Gopal,8377.405798409505,Male
990625,Gopal,2343.911802441675,Male
990626,Ram,815.7554822369694,Male
990627,Shyam,2263.619289764607,Male
990628,Hari,971.6936156556632,Male
990629,Shyam,1611.4625883190804,Male
990630,Ram,152.7892629205385,Male
990631,Hari,1431.9238529787958,Male
990632,Ram,8098.494649277403,Male
990633,Gopal,2383.2806987500976,Male
990634,Gopal,7703.469953926676,Male
990635,Gopal,4704.590954803121,Male
990636,Hari,1752.2296001790671,Male
990637,Gopal,8660.77760052766,Male
990638,Shyam,5859.687541019905,Male
990639,Ram,7124.531536642577,Male
990640,Sita,7813.347642290926,Female
990641,Hari,1707.481493540427,Male
990642,Ram,8628.163708618367,Male
990643,Shyam,7855.957914451705,Male
990644,Ram,7814.551507081772,Male
990645,Shyam,2880.4434807034163,Male
990646,Sita,3324.651304904662,Female
990647,Sita,5732.899296222175,Female
990648,Hari,6085.636651088492,Male
990649,Gopal,4600.183343797001,Male
990650,Shyam,6241.53487096587,Male
990651,Shyam,8070.383362759429,Male
990652,Shyam,156.2305475930037,Male
990653,Ram,1788.3700873343334,Male
990654,Sita,7082.1937208016925,Female
990655,Hari,8768.344963215055,Male
990656,Hari,3029.6322185358126,Male
990657,Shyam,7550.472526076789,Male
990658,Shyam,9432.576394700098,Male
990659,Sita,4852.481296832598,Female
990660,Ram,2301.800768795441,Male
990661,Gopal,1717.1228239845282,Male
990662,Shyam,1716.7448476735692,Male
990663,Gopal,6033.634111358014,Male
990664,Shyam,8860.410403028074,Male
990665,Ram,3794.0453864762426,Male
990666,Sita,388.983832581693,Female
990667,Shyam,1436.3681365920888,Male
990668,Gopal,4724.193178013298,Male
990669,Gopal,1212.1941475478648,Male
990670,Ram,2585.203488726038,Male
990671,Sita,7759.207815050124,Female
990672,Hari,7890.5293652047,Male
990673,Gopal,1260.895367772944,Male
990674,Sita,4139.974053757977,Female
990675,Gopal,1226.012032872109,Male
990676,Gopal,4056.927941964199,Male
990677,Ram,5481.103916388274,Male
990678,Ram,9970.89494434264,Male
990679,Shyam,5033.04066242851,Male
990680,Sita,7039.449249552704,Female
990681,Shyam,1486.9021562742214,Male
990682,Ram,8483.519169547995,Male
990683,Shyam,2332.663587541738,Male
990684,Gopal,8073.095193809294,Male
990685,Gopal,2449.1094512061563,Male
990686,Sita,327.30142626639866,Female
990687,Shyam,4354.49949960403,Male
990688,Hari,3606.792900429544,Male
990689,Sita,1394.405584551015,Female
990690,Ram,8268.137966108947,Male
990691,Gopal,1551.6535153654477,Male
990692,Shyam,8757.504260306676,Male
990693,Gopal,8452.870273296983,Male
990694,Hari,4116.571294755048,Male
990695,Ram,5569.13202764893,Male
990696,Hari,6928.593240550871,Male
990697,Hari,1361.4909563192946,Male
990698,Hari,5128.300086550983,Male
990699,Hari,1481.2009261091496,Male
990700,Sita,9818.07962096614,Female
990701,Gopal,9401.897403426668,Male
990702,Shyam,4976.195906390961,Male
990703,Hari,5417.896716662276,Male
990704,Ram,4570.236412910944,Male
990705,Ram,8329.04388202199,Male
990706,Shyam,8157.604570879726,Male
990707,Gopal,7460.380864410403,Male
990708,Hari,8657.577235098248,Male
990709,Hari,9666.876714687862,Male
990710,Hari,1622.9053947454331,Male
990711,Hari,9429.304506947909,Male
990712,Hari,4239.714985428526,Male
990713,Hari,9545.730387722338,Male
990714,Sita,1383.8205708560602,Female
990715,Shyam,3353.2692281091304,Male
990716,Hari,1362.1363327588376,Male
990717,Gopal,7025.981558489938,Male
990718,Sita,3262.064698575318,Female
990719,Ram,6394.748581158554,Male
990720,Shyam,2925.5128058958767,Male
990721,Shyam,6390.476047084791,Male
990722,Sita,4092.9520170517008,Female
990723,Ram,3939.266683517325,Male
990724,Shyam,9729.919564109096,Male
990725,Shyam,4503.451308775848,Male
990726,Sita,2256.461668780734,Female
990727,Shyam,8327.261832464528,Male
990728,Sita,4267.439804378491,Female
990729,Gopal,7403.161142945284,Male
990730,Shyam,7038.301493404605,Male
990731,Sita,2101.635359537134,Female
990732,Gopal,877.4522918213589,Male
990733,Hari,3702.3527712895534,Male
990734,Shyam,683.7181825789218,Male
990735,Sita,3088.530159673767,Female
990736,Sita,6235.575387695256,Female
990737,Hari,4488.05602804813,Male
990738,Ram,4577.65718629299,Male
990739,Sita,8048.521992767876,Female
990740,Gopal,2428.460677910559,Male
990741,Gopal,3469.138210446917,Male
990742,Gopal,4635.913061801224,Male
990743,Sita,4736.999232981784,Female
990744,Hari,1328.0401318581492,Male
990745,Shyam,987.5260230669468,Male
990746,Ram,9955.396628222725,Male
990747,Sita,4324.101985394607,Female
990748,Gopal,2954.253018032743,Male
990749,Hari,7084.203786764049,Male
990750,Shyam,3648.613064585795,Male
990751,Sita,6281.810914286917,Female
